City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Atwater,US,37.3477,-120.6091,51.08,85,100,3.0,light rain
702,Whitehorse,CA,60.7161,-135.0538,14.81,91,75,0.0,broken clouds
703,Zaranj,AF,30.9667,61.8833,31.62,28,1,1.88,clear sky
704,Tupik,RU,54.4253,119.9327,-32.4,97,69,0.96,broken clouds
705,Kalispell,US,48.1958,-114.3129,37.49,95,100,0.0,mist
706,San Jose,US,37.3394,-121.895,50.2,89,100,8.05,moderate rain
707,High Prairie,CA,55.4334,-116.4858,26.49,96,100,5.06,overcast clouds
708,Prachin Buri,TH,14.0833,101.6667,80.53,57,3,0.49,clear sky
709,Laguna,US,38.421,-121.4238,52.02,87,100,11.5,overcast clouds
710,Muzaffarpur,IN,26.1167,85.4,48.67,75,1,5.82,clear sky
711,Landau,DE,49.2075,8.1133,42.66,80,93,10.87,overcast clouds
712,Mendi,PG,-6.1761,143.6513,60.84,92,100,2.68,overcast clouds
713,Oltu,TR,40.5498,42.0013,27.79,85,24,4.03,few clouds
714,Sola,VU,-13.8833,167.55,81.54,75,90,11.36,overcast clouds
715,Wuchi,CN,29.3786,103.023,23.5,63,87,2.24,overcast clouds
716,Fenoarivo,MG,-18.933,47.4354,62.67,94,40,6.91,scattered clouds
717,Garowe,SO,8.4054,48.4845,63.9,90,4,8.21,clear sky
718,Plouzane,FR,48.3833,-4.6167,44.78,87,75,40.29,light rain
719,Guozhen,CN,34.3659,107.359,28.45,40,86,2.66,overcast clouds
720,Tangshan,CN,39.6333,118.1833,21.69,27,0,6.38,clear sky
721,Debre Zeyit,ET,8.75,38.9833,54.73,78,0,3.62,clear sky
722,Burnie,AU,-41.0667,145.9167,66.94,54,0,11.18,clear sky
723,Danjiangkou,CN,32.5428,111.5086,33.49,36,5,2.42,clear sky
724,Juybar,IR,36.6412,52.9124,37.49,70,50,3.98,scattered clouds
725,Dalbandin,PK,28.8947,64.4101,32.13,35,0,7.36,clear sky
726,Tvedestrand,NO,58.622,8.9315,37.33,63,36,19.44,scattered clouds
727,Ambilobe,MG,-13.2,49.05,72.57,95,100,2.19,overcast clouds
728,Bilma,NE,18.6853,12.9164,57.6,33,0,11.03,clear sky
729,Ranot,TH,7.7777,100.3213,79.29,79,85,3.83,overcast clouds
730,Kismayo,SO,-0.3582,42.5454,76.96,87,78,16.6,broken clouds
731,Morgan City,US,29.6994,-91.2068,59.0,77,100,10.36,overcast clouds
